,name,price,size
4753,Safloid Eye Drops 5ml,Rs.93,5ml
4754,Safloid-M Eye Drops 5ml,Rs.48,5ml
4755,Occuzine Eye Drops 5ml,Rs.53,5ml
4756,Plop Forte Eye Drops 5ml,Rs.360,5ml
4757,Eyepat Eye Drops,Rs.295,1's
4758,Durex Invisible 12's Pack of...,"Rs.1,230",12's...
4759,Durex Extended Pleasure condoms of...,"Rs.1,230",12's
4760,Durex Performa of 3's (Buy...,Rs.640,3's...
4761,Durex Extra Safe of 3's...,Rs.640,3's
4762,Relax Contura Condom 3's,Rs.100,3's
4763,Relax Prolong Condom 3's,Rs.100,3's
4764,Relax Prolong Dotted Condom 3's,Rs.100,3's
4765,Relax Ribbed Condom 3's,Rs.100,3's
4766,Relax Long Time Form Fitting...,Rs.100,3's
4767,Relax Long Time Condom 3's,Rs.100,3's
4768,Rough Rider Natural latex Condom...,Rs.100,3's
4769,Excite Dotted Condom 3's,Rs.120,3's
4770,Excite Refreshing Condom 3's,Rs.120,3's
4771,Xtacy Premium Black Condom 3's,Rs.150,3's
4772,Fire Xtacy Condom,Rs.125,3's
4773,Mdior Delay Condom 3's,Rs.140, 3'sMarketed By: CSM...
4774,Durex Extra Safe (Buy 3...,Rs.640,3's
4775,Durex Invisible 12's Pack of...,"Rs.1,230",12's...
4776,Durex Extended Pleasure 12's Pack...,"Rs.1,230",12's...
4777,Durex Performa of 3's (Buy...,Rs.640,3's...
4778,Excite Refreshing Condom,Rs.120,3's
4779,Excite Dotted Condom,Rs.120,3's
4780,Klimax Strawberry Flavored Condom 2's,Rs.130,2's
4781,Klimax Tutti Frutti Flavored Condom...,Rs.130,2's
4782,Acetic Acid Drops 1% 15ml...,Rs.100,
4783,Dispensing Item # 11413402 1oz,Rs.400,1o
4784,Dispensing item 11415079,Rs.500,100g...
4785,Dispensing Item # 11412373 4oz,Rs.500,4o
4786,Hydrocortisone Oint 1% in Petroleum...,Rs.250,60g
4787,Dispensing no. 11415946 100gm,Rs.500,100gm
4788,Mercury Plaster Dispensing no.11407652 1Oz,Rs.750,1O
4789,Dispensing Item # 11417506 120g,Rs.500,120g
4790,Dispensing Item Capril Sachet 12.5mg...,Rs.439,96's
4791,Eusol Sol 500ml,Rs.140,500ml
4792,Dispensing Item Psoriasis Oint 120g,Rs.500,120g
4793,Valium suppository 1mg 1's,Rs.40,1's...
4794,Hydroquinone 20% Cream 30g,Rs.300,30g...
4795,Hydroquinone 40% Cream 30g,Rs.600,30g...
4796,Hydroquinone 10% Cream 30g,Rs.300,30g...
4797,Testosterone 5% Cream,"Rs.2,000",
4798,Tincture for Alopecia(30%) 90ml,Rs.700, 90ml Marketed...
4799,Fittydent Super Denture Adhesive Cream...,"Rs.1,099.40",40g...
4800,Fittydent Super Denture Adhesive Cream...,Rs.639.40,20g...
4801,Fittydent Super Denture Adhesive Cushions...,Rs.749.80,15's...
4802,Fittydent Super Cleansing Tab 32's,Rs.519.80,32's...
4803,Maggot Oil #11407620 30ml,Rs.250, 30 mL Marketed...
4804,Maggot Oil #11407620 500ml,"Rs.4,100",500ml Marketed...
4805,Joulie's Sol 1Pound,Rs.300,1pound
4806,Urealy Gel 120ml,Rs.982.80,120ml
4807,Lipotrim Tab 40mg 10's,MRP Rs.350 5% off Rs.332.50,10's
4808,Lipotrim-EZ Tab 10mg/10mg 10's,MRP Rs.190 5% off Rs.180.50,10's
4809,Rostatin Tab 10mg 10's,MRP Rs.200 5% off Rs.190,10's
4810,Rostatin Tab 20mg 10's,MRP Rs.320 5% off Rs.304,10's
4811,Rostatin Tab 5mg 10's,MRP Rs.120 5% off Rs.114,10's
4812,Lochol Tab 10mg 2x15's,Rs.299.99,2x15's
4813,Lochol Tab 20mg 2x15's,Rs.569.99,2x15's
4814,Lochol Tab 40mg 2x15's,Rs.779.71,2x15's
4815,Rosugen Tab 5mg 10's,Rs.120,10's
4816,Rosugen Tab 20mg 10's,Rs.320,10's
4817,Rosugen Tab 10mg 10's,Rs.240,10's
4818,Cara-Statin Tab 20mg 10's,Rs.400,15ml
4819,Pitalo Tab 1mg 10's,Rs.150,10's
4820,Pitalo Tab 2mg 10's,Rs.250,10's
4821,Pitalo Tab 4mg 10's,Rs.350,60ml
4822,Cholein Tab 10mg 1x10's,Rs.130,10's
4823,Cholein Tab 20mg 1x10's,Rs.220,10's
4824,Atopitar Tab 10.5mg 10's,Rs.150,10's
4825,Atopitar Tab 20mg 10's (Avant...,Rs.250,10's
4826,Rusiam Tab 10mg 10's,Rs.200,10's
4827,Rusiam Tab 20mg 10's,Rs.493,10's
4828,Hyporose Tab 10mg 10's,Rs.230,10's
4829,Hyporose Tab 20mg 10's,Rs.345,10's
4830,Rovista EZ 5 +10 mg,Rs.188.20,10'sMarketed...
4831,Typbar Inj 10Ampx0.5ml,"Rs.4,770",0.5ml
4832,Engerix-B Inj 10mcg 1PFS,Rs.633.09,1pfs
4833,Rotarix Oral Susp 1Vialx1.5ml,"Rs.3,085.04",1vialx1.5ml
4834,Quimi-Hib Vaccine 1Vialx0.5ml,MRP Rs.750 5% off Rs.712.50,1vial
4835,Trivac HB IM Inj 1Vial,MRP Rs.299 5% off Rs.284.05,1vial
4836,Menveo Inj 1Vialx0.5ml,"Rs.3,100",1's
4837,Imovax Polio Inj 1Ampx0.5ml,Rs.424,1...
4838,Typhim Inj 1PFSx0.5ml,Rs.515.78,0.5ml
4839,Verorab Inj 1Vialx0.5ml,Rs.964.68,50ml
4840,Menactra Inj 1Vial,"Rs.4,266.43",1's
4841,Prevenar 13V IM Inj 1PFSx0.5ml,"Rs.6,855.78",1pfsx0.5ml
4842,Pediasure Triplesure Vanilla Milk Powder...,"Rs.1,580",400g
4843,Meiji FM-T Powder 400g,"Rs.1,395",400g
4844,Meiji Big Powder 400g,"Rs.1,395",400g
4845,Meiji Big Powder 900g,"Rs.2,980",900g
4846,Sustagen School Vanilla Powder 400g,Rs.850,400g
4847,Sustagen School Chocolate Powder 400g,Rs.850,400g
4848,Sustagen School 6+ powder 400g,Rs.925,400g
4849,Morinaga Bf-3 Powder Milk 400g,"Rs.1,440",400g...
4850,Morinaga BF-3 Growing-Up Formula Powder...,Rs.623,300g...
4851,Morinaga Chil School Vanilla Formula...,"Rs.1,125",600g
4852,Morinaga Chil School Vanilla Formula...,Rs.623,300g
4853,Morinaga Chil School Chocolate Formula...,Rs.623,300g
4854,Morinaga Chil School Chocolate Formula...,"Rs.1,125",600g
4855,Berbact IM/IV Inj 2g 1Vial,Rs.350,1Vial
4856,Safoxime IM/IV Inj 250mg 1Vial,Rs.60,1Vial
4857,Safoxime IM/IV Inj 500mg 1Vial,Rs.110,1Vial
4858,Bectazim Cap 400mg 5's,Rs.325,5's
4859,Bectazim Susp 100mg/5ml 30ml,Rs.145,30ml
4860,Bectazim DS Susp 200mg/5ml 30ml,Rs.225,30ml
4861,Axitrim IM Inj 250mg 1Vial,Rs.88,1Vial
4862,Axitrim IM Inj 500mg 1Vial,Rs.150,1Vial
4863,Axitrim IV Inj 500mg 1Vial,Rs.150,1Vial
4864,Axitrim IV Inj 1g 1Vial,Rs.260,1Vial
4865,Sixone Inj IV 250mg,Rs.101,1vial
4866,Sixone Inj IV 500mg 1vial,Rs.170, 1vial
4867,Sixone Inj IV 1g 1vial,Rs.396,1vial
4868,Zantum Inj 1g 1's,Rs.255,1's
4869,Zantum Inj 2g 1's,Rs.357,1's
4870,Zanxim Syp 200mg/5ml 30ml,Rs.306,30ml
4871,Zanxim Cap 400mg 5's,Rs.331,5's
4872,Xpertec Cap 400mg 5's,Rs.330,5's
4873,Xpertec Susp 100mg/5ml 1's,Rs.160,1's
4874,Xpertec Susp 200mg/5ml 1's,Rs.239.49,1's
4875,Phyxone IV Inj 500mg 1's,Rs.170,1's
4876,Phyxone IV Inj 1000mg 1's,Rs.285,1's
4877,Cefspan Cap 400mg,Rs.545.21,5's
4878,Cefiget Cap 400mg 5Æ’??s,Rs.394.51,5's
4879,Levoptic Eye Drops 0.5% 5ml,Rs.80,1vial
4880,Timorex-D Eye Drops 5mg/20mg 5ml,Rs.690,5ml
4881,Timoprost Eye Drops 0.5%/0.005% 2.5ml,Rs.862.50,60ml
4882,Timorex Eye Drops 0.5% 5ml,Rs.90,5ml
4883,Orbunol Eye Drops 0.5% 5ml,Rs.115.98,5ml
4884,Co-Dorz Eye Drops 5ml,Rs.600,5ml
4885,Latan Eye Drops 2.5ml,Rs.550,2.5ml
4886,Latan-T Eye Drops 2.5ml,Rs.750,2.5ml
4887,Optipress Eye Drops 0.25% 5ml,Rs.72,5ml
4888,Optipress Eye Drops 0.5% 5ml,Rs.90,5ml
4889,Azm Tab 250mg 30's,Rs.219,30's
4890,Azm Tab 250mg 10's,Rs.73,10's
4891,Cosopt Ophthalmic Drops 5ml,"Rs.1,277.75",5ml
4892,Trusopt Ophthalmic Drops 2% 5ml,"Rs.1,260.11",5ml
4893,Acrysof Acrysert Foldable Lens #...,"Rs.25,000",1's
4894,Acrysof Acrysert Foldable Lens #...,"Rs.25,000",1's
4895,Acrysof Acrysert Foldable Lens #...,"Rs.25,000",1's
4896,Acrysof Acrysert Foldable Lens #...,"Rs.18,500",1's
4897,Acrysof Acrysert Foldable Lens #...,"Rs.25,000",1's
4898,Dorlol Eye Drops 5ml,Rs.675,20's
4899,Hylu Ophthalmic Sol 5ml,Rs.138,120ml
4900,Brimson Eye Drops 0.2% 5ml,Rs.407.89,5ml
4901,Brimson Eye Drops Plus 0.2%/0.5%...,Rs.543.14,5ml
4902,Travson Eye Drops 0.004% 2.5ml,Rs.407.36,2.5ml
4903,Levoptic Eye Drops 0.5% 5ml,Rs.80,1vial
4904,Timorex-D Eye Drops 5mg/20mg 5ml,Rs.690,5ml
4905,Timoprost Eye Drops 0.5%/0.005% 2.5ml,Rs.862.50,60ml
4906,Timorex Eye Drops 0.5% 5ml,Rs.90,5ml
4907,Orbunol Eye Drops 0.5% 5ml,Rs.115.98,5ml
4908,Co-Dorz Eye Drops 5ml,Rs.600,5ml
4909,Latan Eye Drops 2.5ml,Rs.550,2.5ml
4910,Latan-T Eye Drops 2.5ml,Rs.750,2.5ml
4911,Optipress Eye Drops 0.25% 5ml,Rs.72,5ml
4912,Optipress Eye Drops 0.5% 5ml,Rs.90,5ml
4913,Azm Tab 250mg 30's,Rs.219,30's
4914,Azm Tab 250mg 10's,Rs.73,10's
4915,Cosopt Ophthalmic Drops 5ml,"Rs.1,277.75",5ml
4916,Trusopt Ophthalmic Drops 2% 5ml,"Rs.1,260.11",5ml
4917,Acrysof Acrysert Foldable Lens #...,"Rs.25,000",1's
4918,Acrysof Acrysert Foldable Lens #...,"Rs.25,000",1's
4919,Acrysof Acrysert Foldable Lens #...,"Rs.25,000",1's
4920,Acrysof Acrysert Foldable Lens #...,"Rs.18,500",1's
4921,Acrysof Acrysert Foldable Lens #...,"Rs.25,000",1's
4922,Dorlol Eye Drops 5ml,Rs.675,20's
4923,Hylu Ophthalmic Sol 5ml,Rs.138,120ml
4924,Brimson Eye Drops 0.2% 5ml,Rs.407.89,5ml
4925,Brimson Eye Drops Plus 0.2%/0.5%...,Rs.543.14,5ml
4926,Travson Eye Drops 0.004% 2.5ml,Rs.407.36,2.5ml
4927,Explat Tab 75mg 10's,"Rs.164,958",10's
4928,Cardioplegia Inj 200mg 10Ampx10ml,Rs.842.03,10...
4929,Riplan Tab 75mg 10's,Rs.130,10's
4930,Riplan Plus Tab 75mg/75mg 10's,Rs.130,10's
4931,Deplat Tab 75mg 10's,Rs.147.90,10's
4932,En-Clot Plus Tab 75mg/75mg 1x10's,MRP Rs.138 5% off Rs.131.10,1x10's
4933,Enclot Tab 75mg 10's,MRP Rs.115 5% off Rs.109.25,10's
4934,Lowplat Plus Tab 75mg/150mg 10's,Rs.195.24,10's
4935,Lowplat Plus Tab 75mg/75mg 10's,Rs.208.91,10's
4936,Previx Tab 75mg 10's,MRP Rs.139 5% off Rs.132.05,10's
4937,Plagril Plus Tab 75mg/75mg 10's,Rs.195.25,10's
4938,Cordarone Tab 100mg 2x14's,Rs.305.71,28...
4939,Cordarone Inj 150mg 6Ampx3ml,Rs.727.06,6Ampx3ml
4940,Cordarone Tab 200mg 3x10's,Rs.696.02,30's
4941,Creato SR Tab 35mg 20's,Rs.209,20's
4942,Progrel AP Tab 75mg/75mg 30's,Rs.433,30's
4943,Progrel Tab 75mg 3x10's,Rs.417,3x10'
4944,Disclot Plus Tab 75mg/75mg 10's,Rs.145,10's
4945,Doxin Syp 50mcg/ml 60ml,Rs.55,60ml
4946,Doxin Syp 50mcg/ml 120ml,Rs.77,10's
4947,Isteblix Tab 75mg 10's,Rs.140,10's
4948,Obsagrel Tab 75mg/75mg 1x10's,MRP Rs.181.90 5% off Rs.172.81,1x10's
4949,Actiprolol Tab 2.5mg 14's,Rs.30,14's
4950,Ogrel Plus-81 Tab 75mg/81mg 10's,Rs.175,10's
4951,Iron Tab 65mg 100's,"Rs.2,935",100's
4952,Tropin Inj 2000IU 1PFS,"Rs.1,084",1PF
4953,Tropin Inj 4000IU 1PFS,"Rs.2,040",1PF
4954,IPC Tab 100mg/0.35mg 1×10’s,Rs.70,1x10’s
4955,Loktiz Tab 50mg 2x10's,Rs.200,2x10's
4956,Irobest-F Tab 10's,Rs.86.99,10's
4957,Irobest Syp 60ml,Rs.76.36,60ml
4958,Gerepo 4000iu 1 Prefilled Syringe,"Rs.2,040",1's
4959,Gerepo 2000iu 1 Prefilled Syringe,"Rs.1,100",1's
4960,Irobest Syp 120ml,Rs.138.21,120ml
4961,Mysitol Powder Sachet 10's,Rs.640,10’s
4962,Cefol Tab 20's,Rs.260,20's...
4963,Ironic Syp 120ml,Rs.295,120ml
4964,Ironic Tab 20's,Rs.400,20's
4965,Irocell Inj 100mg/5ml 5's,"Rs.1,250",5's
4966,V Med Tab 5/80mg 14's,Rs.360,14's
4967,V Med Tab 5/160mg 14's,Rs.431.76,14's
4968,V Med Tab 10/160mg 14's,Rs.450,14's
4969,Blokium DIU Tab 100mg/25mg 20's,Rs.190,7's
4970,Ogrel Plus-81 Tab 75mg/81mg 10's,Rs.175,10's
4971,Warfin Tab 5mg,Rs.900,100's
4972,Warfin Tab 2.5mg 100â€™s,Rs.451.50,100's
4973,Maltofer Fol Tab 100mg/0.35mg 30â€™s,Rs.468.54,30's
4974,Maxna Cap 500mg 10's,Rs.176.84,10's
4975,Temoside Cap 100mg 5's,"Rs.38,266",5's
4976,Capegard Tab 500mg 10's,"Rs.2,837",10's
4977,Cytotam Tab 10mg 10's,Rs.100,10's
4978,Cytotam Tab 20mg 10's,Rs.100,20's
4979,SetrovelÂ Inj 1Ampx5ml,"Rs.1,130",1ampx5ml
4980,Setrovel Cap 5mg 5's,"Rs.4,100",5's
4981,Docekebir Inj 20mg 1Vial,"Rs.7,200",1Vial
4982,Fludakebir Inj 50mg 1Vial,"Rs.9,280",1Vial
4983,Docekebir Inj 80mg 1Vial,"MRP Rs.20,000 60% off Rs.8,000",1Vial
4984,Gebina Inj 200mg 1Vial,"MRP Rs.1,675 28% off Rs.1,200",1Vial
4985,Gebina Inj 1000mg 1Vial,"MRP Rs.8,330 35% off Rs.5,400",1Vial
4986,Kebirtecan Inj 100mg 1Vial,"Rs.7,125",1Vial
4987,Kebir Inj 50mg 1Vial,"Rs.8,900",1Vial
4988,Kebir Inj 100mg 1Vial,"Rs.19,500",1Vial
4989,Paclikebir Inj 30mg 1Vial,"Rs.5,200",1Vial
4990,Paclikebir Inj 150mg 1Vial,"Rs.12,200",1Vial
4991,Paclikebir Inj 300mg 1Vial,"Rs.20,000",1Vial
4992,Topokebir Inj 4mg 1Vial,"Rs.10,000",1Vial
4993,Kedronico Inj 4mg 1Vial,"Rs.16,150",1Vial...
4994,Welsetron Inj 8mg 5Ampx4ml,Rs.995,5Ampx4ml
4995,Cellzole Tab 2.5mg 30's,"Rs.5,000",30...
4996,Oniron Tab 8mg 10's,Rs.300,10's
4997,Adezol Tab 2.5mg 3x10's,"Rs.6,000",30's
4998,Sonib Tab 200mg 6x10's,"Rs.27,287.87",6x10's
4999,Sofvasc Tab 10mg 1x30's,Rs.534.08,30's
5000,Diltiazaf Tab 30mg 30's,Rs.90.71,30's
5001,Diltiazaf Tab 60mg 30's,Rs.120.95,30's
5002,Diltiazaf SR Tab 90mg 20's,Rs.162.93,20's
5003,Nifedil SG-10 Cap 10mg 3x10's,Rs.69.54,30's
5004,Zamlo Tab 5mg 20's,Rs.150,2x10's
5005,Zamlo H Tab 5mg/12.5mg 2x10's,Rs.45.35,2x10's
5006,Zavera Tab 40mg 40's,Rs.65.54,40's
5007,Zodip Tab 5mg 20's,Rs.52.91,20's
5008,Amostatin Tab 5mg/10mg 2x10's,Rs.313.50,20's
5009,Amostatin Tab 5mg/20mg 2x10's,Rs.475,20's
5010,Calzem SR Tab 90mg 20's,MRP Rs.200 5% off Rs.190,20's
5011,Calzem Tab 30mg 30's,MRP Rs.135 5% off Rs.128.25,30's
5012,M-Low Tab 5mg 2x10's,Rs.99.99,2x10's
5013,M-Low Tab 10mg 2x10's,Rs.119.99,2x10's
5014,M-Low Plus Tab 10mg/12.5mg 2x10's,Rs.181.19,2x10's
5015,Valid Tab 160mg 1x14's,Rs.329,1x14's
5016,M-Low Plus Tab 5mg/12.5mg 2x10's,Rs.108.72,2x10's
5017,Cara-Pin Tab 5mg 2x10's,Rs.105,5ampx1ml
5018,Cara-Pin Tab 5mg 10x10's,Rs.79,12's
5019,Veramil Tab 240mg 10's,Rs.80,10's
5020,Veramil Tab 80mg 5x10's,Rs.80,14's
5021,Cardiocare Tab 5mg 1x10's,Rs.150,10's
5022,Intig-D Tab 10's,Rs.111.09,10's
5023,Calciget Tab 1000mg 30's,Rs.680,
5024,Osteoflex Cap 30's,Rs.480,14's
5025,Ossomin-D Susp 60ml,Rs.110,60ml...
5026,Ossomin-D Tab 30's,Rs.225,30's Marketed...
5027,Zink-Up Od Syp 60ml,Rs.85.16,60ml
5028,D-Cam Syp 120ml,Rs.200,120ml
5029,Calcium-P Syp 110ml,Rs.77.69,110ml
5030,Xink Susp 20mg/5ml 60ml,Rs.50,5's
5031,Calavant-d Drops 10ml,Rs.275,10ml
5032,Calavant-d Syp 120ml,Rs.180,120ml
5033,Calavant-d Tab 600mg/400iu 30's,Rs.450,30's
5034,D-Cam Soft Gelatin Cap 2x15's,Rs.450,2x15's
5035,Osicom-D Susp 60ml,Rs.112.20,10's
5036,Zincosyp Syp 20mg/5ml 90ml,Rs.108,20's
5037,Cagen D Tab 30's,Rs.396,30's
5038,Cadila Tab,Rs.360,20's
5039,Calxigo + Tab,Rs.770,20's...
5040,Caramont Tab 5mg 14's,Rs.240,
5041,Salbital Tab 2mg 10x10's,Rs.70,1vial
5042,Astamol Syp 60ml,Rs.39.40,60's
5043,M.Brophylline Syp 120ml,Rs.58.65,120ml
5044,Amacure Tab 5mg 2x7's,Rs.240,14's
5045,Amacure Tab 10mg 2x7's,Rs.392.15,14's
5046,Agolix Syp 100mg/5ml 60ml,Rs.96.28,20's
5047,Buterol Oral Solution 5mg /5ml...,Rs.117.02,12's
5048,Buterol Tab 10mg 30's,Rs.375,15ml
5049,Purgo Tab 5mg 14's,Rs.210,20's
5050,Procarol Syp 25mcg 120ml,Rs.77,7's
5051,Purgo Tab 10mg 14's,Rs.275,120ml
5052,Monty Tab 5mg 14's,Rs.240,14's
5053,Monty Tab 10mg 14's,Rs.310,10's
5054,Ardis Tab 10mg 2x7's,Rs.310,2x7's
5055,Airows Tab 10mg 14's,Rs.270,2×7's
5056,Airows Sachet 4mg 14's,Rs.238,14's
5057,Cell Kast Tab 14's,Rs.382.06,14's
5058,Montika Film Coated Tab 10mg...,Rs.378,14's
5059,Ventolin SR Tab 4mg 100's,Rs.168.82,100's
5060,Ventolin SR Tab 8mg 20's,Rs.44.13,20's
5061,Ventolin Tab 2mg 100's,Rs.146,100's
5062,Ventolin Tab 4mg 120's,Rs.209.21,120's
5063,Britanyl Tab 2.5mg 10x10s,Rs.188.83,100's
5064,Silk Marvareed Book Related To...,Rs.500,1's
5065,D3 Softgels Cap 25mcg(1000IU) 250's,"Rs.3,523.53",250's
5066,D3 Softgels Cap 2000IU 150's,"Rs.3,288",150's
5067,D3 Softgels Cap 5000IU 150's,"Rs.3,524",150's
5068,D3 Softgels Cap 10000IU 72's,"Rs.3,524",72's
5069,Tyloric Tab 40mg 20's,Rs.300,20's
5070,D - One Tab 5000IU...,Rs.871.80,60...
5071,Frostat Tab 80mg 2×10's,Rs.290,2×10's
5072,Cell-D Cap 20's,Rs.400,20's
5073,Cell-D Cap Plus 2's,Rs.490,2...
5074,Uristat Tab 40mg 20's,Rs.494,20's
5075,Uristat Tab 80mg 20's,Rs.600,20's
5076,Aerotec Tab 75mg 20's,Rs.299.80,20's
5077,Aerotec Tab 50mg 2x10's,Rs.277.60,20's
5078,Rebon Sachet 2g 7's,Rs.770,7's
5079,Gran-D Cap 1's,Rs.252,1's
5080,Vydee Inj 5mg/1ml Oral/IM 1Ampx1ml,Rs.110,1Ampx1ml
5081,"D-Sun Cap 50,000IU 10's",Rs.500,10's
5082,Arthromax (Joint Health) Tab 20's,Rs.595,20's
5083,MPC-D 5000 (Vitamin D3 5000IU)...,Rs.595,30's
5084,Calfint-D Chewable Tab 10000 IU...,Rs.890,30's
5085,Remesol Tab 30's,Rs.950,30's
5086,Stark-D Cap 5000IU/125mcg 30's,MRP Rs.550 50% off Rs.275,30...
5087,Stark-D Cap 5000IU/125mcg 60's,Rs.920,60's
5088,Urigo Tab 40mg 10's,Rs.147.50,1...
5089,Atopalm Moisturizing Body Lotion 295ml,"Rs.4,635.51",295ml
5090,Atopalm Moisturizing Foot And Heel...,"Rs.2,340",120ml
5091,Atopalm Massage Oil 120ml,"Rs.3,000",120ml
5092,Ultra Body Butter 110g,Rs.939.51,110g
5093,Conatural Hand Sanitiser Refill 1000ml,"Rs.2,700",1000ml
5094,Conatural Hand Sanitiser Refill 5000ml,"Rs.5,999.99",5000ml
5095,Conatural Hand Sanitiser 120ml,Rs.341.03,120ml...
5096,Parasoft Mositurising Lotion 120ml,Rs.750,120ml
5097,Charm Natural Lavender Hand &...,Rs.465,50ml
5098,Charm Natural Soothing Body &...,Rs.975,100ml
5099,Charm Natural Intense Foot Cream...,Rs.465,50ml
5100,Charm Natural Uplifting Body &...,Rs.975,100ml
5101,Charm Natural Lemongrass Soap 1's,Rs.390,1's
5102,Charm Natural Lavender Soap 1's,Rs.390,1's
5103,Charm Natural Activated Charcoal Soap...,Rs.390,1's
5104,Charm Natural Eucalyptus Soap 1's,Rs.390,1's
5105,Aquaphil Healing Oint 100gm,Rs.199,100gm
5106,Lotion Advance Therapy 100ml,Rs.175,100ml
5107,Lotion Advance Therapy 500ml,Rs.575,500ml
5108,Lotion Aloe Care 100ml,Rs.175,100ml
5109,Lotion Aloe Care 500ml,Rs.575,500ml
5110,Lotion Cocoa Shea 100ml,Rs.175,100ml
5111,Lotion Cocoa Shea 500ml,Rs.575,500ml
5112,Whitening Body Lotion 250ml,Rs.470, 250ml
5113,Gelofusine Inf 4% 500ml,Rs.315,500ml
5114,Human Albumin 20% Behring Inf...,"Rs.10,405",1vialx100ml
5115,Human Albumin 20% Behring Inf...,"Rs.5,740",1...
5116,Haes-Steril Inf 3% 500ml,Rs.265,500ml
5117,Haes-Steril Inf 6% 500ml,Rs.400,500ml
5118,Haes-Steril Inf 10% 500ml,Rs.550,500ml
5119,Haemaccel Inf 500ml,Rs.495.92,500ml
5120,Sterimaize Inf 3% 500ml,MRP Rs.215 5% off Rs.204.25,500ml
5121,Human Albumin 20% Inf 100ml,"Rs.13,072",100ml
5122,Human Albumin 20% Inf 50ml,"Rs.8,300",50ml
5123,Biseko 50g/I Solution For Inf...,"Rs.10,990",50ml
5124,Plasbumin Inj 20% 100ml,"Rs.11,400",1vial
5125,Plasbumin 25% Inf 100ml,"Rs.14,250",100ml
5126,Human Albumin 20% Inf 100ml...,"Rs.16,490",100ml
5127,Omron Bpm M7 Intell It,"Rs.20,100",1...
5128,Medium Blood Pressure Monitor Cuff...,"Rs.3,937.50",1's
5129,Digital Blood Pressure Monitor CH...,"Rs.4,300",1's
5130,Digital Blood Pressure Monitor CH...,"Rs.5,000",1's
5131,Digital Blood Pressure Monitor CH...,"Rs.4,625",1's
5132,Digital Blood Pressure Monitor CH-456...,"Rs.8,250",1's
5133,Digital Blood Pressure Monitor CH-657...,"Rs.6,499.99",1's
5134,Upper Arm Cuff PK0-0262 Device...,"Rs.1,750",1's
5135,Omron Bpm M7 Intell It,"Rs.20,100",1...
5136,Omron Spot Arm IQ-132 Upper...,"Rs.24,711.18",1's
5137,Medium Blood Pressure Monitor Cuff...,"Rs.3,937.50",1's
5138,Digital Blood Pressure Monitor CH...,"Rs.4,300",1's
5139,Digital Blood Pressure Monitor CH...,"Rs.5,000",1's
5140,Digital Blood Pressure Monitor CH-452...,"Rs.4,800",1's
5141,Digital Blood Pressure Monitor CH-456...,"Rs.8,250",1's
5142,Digital Blood Pressure Monitor CH...,"Rs.4,625",1's
5143,Digital Blood Pressure Monitor CH-657...,"Rs.6,499.99",1's
5144,Upper Arm Cuff CUF-B31,"Rs.1,300",1's
5145,Upper Arm Cuff PK0-0262 Device...,"Rs.1,750",1's
5146,Mercurial Sphygmomanometer Desk Type CR-...,"Rs.6,410.25",1's
5147,Aneroid Sphygmomanometer Cr,"Rs.1,400",1's
5148,Wrist Bp Apparatus Beurer Bc...,"Rs.3,000",1's
5149,Wrist BP Apparatus (Beurer) BC-50...,"Rs.5,000",1's
5150,Beurer Blood Pressure Monitor BM-55,"Rs.9,999.99",1's
5151,Cinnamon Cap 1000mg 100's,"Rs.2,700",100's
5152,Sucofin Table-Top Sweetener Tab 650's,Rs.625,650's
5153,Sucofin Table-Top Sweetener Tab 100's,Rs.100,100's
5154,Glu-Sage Smartphone Glucose Meter 1's,"Rs.2,700",1's
5155,ACCU-CHEK Active New MG/DL Gen...,"Rs.3,700",1's
5156,Accu Chek Performa La Apac...,"Rs.3,900",1's
5157,ACCU-CHEK Active Glucose Strips 50's,"Rs.1,437",50's
5158,ACCU-CHEK Active Glucose Strips 25's,Rs.805,25's
5159,Accu Chek Performa Glucose Strips,Rs.875,25's
5160,ACCU-CHEK Performa Glucose Strips 50's,"Rs.1,375",50's
5161,ACCU-CHEK Softclix Lancets 200's,"Rs.1,111.11",200's
5162,Micral Test II Micro Albuminurea...,"Rs.1,617",30's
5163,ACCU-CHEK Active Glucose Strips 2x50's,"Rs.2,745",2x50's...
5164,ACCU-CHEK Performa Glucose Strips 100's,"Rs.2,550",100...
5165,ACCU-CHEK Safe-T Pro Uno Lancets...,"Rs.2,500",200's...
5166,Package of ACCU-CHEK Active New...,"Rs.3,800",1's+25's
5167,Stevo Sugar 100gm,Rs.750,100gm
5168,Sucofine Table-Top Sweetener Tab 100's,Rs.120,100's
5169,Sucofine Table-Top Sweetener Tab 200's,Rs.220,200's
5170,Sucofine Table-Top Sweetener Tab 650's,Rs.650,650's
5171,Sucofine Table-Top Sweetener Tab 1200's,Rs.990,1200's
5172,Life Chek TD-4141 Sugar Test...,MRP Rs.900 10% off Rs.810,50...
5173,Heal care Blood Lancet 200's,Rs.450,30g
5174,Medeco insulin Syringe 1cc 31G...,Rs.250,10's...
5175,Neevo Tab 20's,Rs.395,20's
5176,Zeplate Tab 7.5mg 20's,Rs.640,10's
5177,Zeplate Tab 15mg 20's,"Rs.1,000",10's
5178,Epiao Inj 2000IU 1PFS,"Rs.1,029.60",1PF
5179,Epiao Inj 4000IU 1PFS,"Rs.2,040",1PF
5180,Epiao Inj 10000IU 1PFS,"Rs.4,500",1PF
